"electrical_system","io_list","tag","name","mqtt_topic","mqtt_json_path","group","domestic","hvac","technical","part_no","additional_info","preferred_mqtt_topic","preferred_mqtt_json_path"
"230V AC - Powertags","AMCS","PT109F01_Total_Active_Power","Iridium GMDSS Supply Total Active Power","AC DISTR 10P0.1","$.PT109F01_Total_Active_Power","Technical","","","NavComm","","Global Maritime Distress and Safety System","marpower/power-tag/iridium-gmdss-supply","total_active_power"
"230V AC - Powertags","AMCS","PT129F01_Total_Active_Power","Main Propulsion Unit Offline Filter Total Active Power","AC DISTR 10P0.1","$.PT129F01_Total_Active_Power","Propulsion","","","","","","marpower/power-tag/main-propulsion-unit-offline-filter","total_active_power"
"230V AC - Powertags","AMCS","PT130F01_Total_Active_Power","AHU Owners State Room Total Active Power","AC DISTR 10P0.1","$.PT130F01_Total_Active_Power","HVAC","","Air handling units","","","","marpower/power-tag/ahu-owners-state-room","total_active_power"
"230V AC - Powertags","AMCS","PT132F01_Total_Active_Power","EREC 1 Power Supply Heat Recovery Total Active Power","AC DISTR 10P0.1","$.PT132F01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/erec-1-power-supply-heat-recovery","total_active_power"
"230V AC - Powertags","AMCS","PT135F01_Total_Active_Power","AHU Owners State Room Total Active Power","AC DISTR 10P0.1","$.PT135F01_Total_Active_Power","HVAC","","Air handling units","","","","marpower/power-tag/ahu-owners-state-room","total_active_power"
"230V AC - Powertags","AMCS","PT137F01_Total_Active_Power","Main Propulsion Unit AC Heating Total Active Power","AC DISTR 10P0.1","$.PT137F01_Total_Active_Power","Propulsion","","","","","","marpower/power-tag/main-propulsion-unit-ac-heating","total_active_power"
"230V AC - Powertags","AMCS","PT138F01_Total_Active_Power","Potable Water Total Active Power","AC DISTR 10P0.1","$.PT138F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/potable-water","total_active_power"
"230V AC - Powertags","AMCS","PT139F01_Total_Active_Power","Drain Pump 1 PS Deck Locker Total Active Power","AC DISTR 10P0.1","$.PT139F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/drain-pump-1-ps-deck-locker","total_active_power"
"230V AC - Powertags","AMCS","PT140F01_Total_Active_Power","Drain Pump 3 PS Deck Locker Total Active Power","AC DISTR 10P0.1","$.PT140F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/drain-pump-3-ps-deck-locker","total_active_power"
"230V AC - Powertags","AMCS","PT141F01_Total_Active_Power","Bilge Water Separator Total Active Power","AC DISTR 10P0.1","$.PT141F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/bilge-water-separator","total_active_power"
"230V AC - Powertags","AMCS","PT142F01_Total_Active_Power","Draink Tank Mast Total Active Power","AC DISTR 10P0.1","$.PT142F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/draink-tank-mast","total_active_power"
"230V AC - Powertags","AMCS","PT143F01_Total_Active_Power","Draink Tank Mast Total Active Power","AC DISTR 10P0.1","$.PT143F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/draink-tank-mast","total_active_power"
"230V AC - Powertags","AMCS","PT144F01_Total_Active_Power","Draink Tank Mast Total Active Power","AC DISTR 10P0.1","$.PT144F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/draink-tank-mast","total_active_power"
"230V AC - Powertags","AMCS","PT145F01_Total_Active_Power","Draink Tank Mast Total Active Power","AC DISTR 10P0.1","$.PT145F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/draink-tank-mast","total_active_power"
"230V AC - Powertags","AMCS","PT146F01_Total_Active_Power","Watermaker Total Active Power","AC DISTR 10P0.1","$.PT146F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/watermaker","total_active_power"
"230V AC - Powertags","AMCS","PT147F01_Total_Active_Power","Discharge Pumps Aft Technical Water Total Active Power","AC DISTR 10P0.1","$.PT147F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/discharge-pumps-aft-technical-water","total_active_power"
"230V AC - Powertags","AMCS","PT148F01_Total_Active_Power","Co2 Total Active Power","AC DISTR 10P0.1","$.PT148F01_Total_Active_Power","Technical","","","","","","marpower/power-tag/co2","total_active_power"
"230V AC - Powertags","AMCS","PT149F01_Total_Active_Power","Antifouling System Total Active Power","AC DISTR 10P0.1","$.PT149F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/antifouling-system","total_active_power"
"230V AC - Powertags","AMCS","PT150F01_Total_Active_Power","Adsorption Unit Total Active Power","AC DISTR 10P0.1","$.PT150F01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/adsorption-unit","total_active_power"
"230V AC - Powertags","AMCS","PT152F01_Total_Active_Power","Hydrophore 1 Total Active Power","AC DISTR 10P0.1","$.PT152F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/hydrophore-1","total_active_power"
"230V AC - Powertags","AMCS","PT153F01_Total_Active_Power","Hydrophore 1 Total Active Power","AC DISTR 10P0.1","$.PT153F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/hydrophore-1","total_active_power"
"230V AC - Powertags","AMCS","PT154F01_Total_Active_Power","Circulation Pump Adiabtic Pump Total Active Power","AC DISTR 10P0.1","$.PT154F01_Total_Active_Power","HVAC","","Other","","","","marpower/power-tag/circulation-pump-adiabtic-pump","total_active_power"
"230V AC - Powertags","AMCS","PT161F01_Total_Active_Power","Main Salon JB Total Active Power","AC DISTR 10P0.1","$.PT161F01_Total_Active_Power","Domestic","Guest area","","","","Junction Box: Refrigerator, whine cooler","marpower/power-tag/main-salon-jb","total_active_power"
"230V AC - Powertags","AMCS","PT164F01_Total_Active_Power","Distrbution Panel 115V Total Active Power","AC DISTR 10P0.1","$.PT164F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/distrbution-panel-115v","total_active_power"
"230V AC - Powertags","AMCS","PT165F01_Total_Active_Power","Discharge Pump Master Cabin PS Total Active Power","AC DISTR 10P0.1","$.PT165F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/discharge-pump-master-cabin-ps","total_active_power"
"230V AC - Powertags","AMCS","PT166F01_Total_Active_Power","Discharge Pump Guest PS Total Active Power","AC DISTR 10P0.1","$.PT166F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/discharge-pump-guest-ps","total_active_power"
"230V AC - Powertags","AMCS","PT167F01_Total_Active_Power","Discharge Pump Guest PS And Overflow Total Active Power","AC DISTR 10P0.1","$.PT167F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/discharge-pump-guest-ps-and-overflow","total_active_power"
"230V AC - Powertags","AMCS","PT168F01_Total_Active_Power","Charger Radio Batteries (GMDSS) Total Active Power","AC DISTR 10P0.1","$.PT168F01_Total_Active_Power","Technical","","","NavComm","","Global Maritime Distress and Safety System","marpower/power-tag/charger-radio-batteries-gmdss","total_active_power"
"230V AC - Powertags","AMCS","PT169F01_Total_Active_Power","Underwater Lights PS (Group 1) Total Active Power","AC DISTR 10P0.1","$.PT169F01_Total_Active_Power","Technical","","","Lighting","","","marpower/power-tag/underwater-lights-ps-group-1","total_active_power"
"230V AC - Powertags","AMCS","PT170F01_Total_Active_Power","Underwater Lights PS (Group 2) Total Active Power","AC DISTR 10P0.1","$.PT170F01_Total_Active_Power","Technical","","","Lighting","","","marpower/power-tag/underwater-lights-ps-group-2","total_active_power"
"230V AC - Powertags","AMCS","PT171F01_Total_Active_Power","AHU EXH2000 Above Laundry Total Active Power","AC DISTR 10P0.1","$.PT171F01_Total_Active_Power","HVAC","","Air handling units","","","","marpower/power-tag/ahu-exh2000-above-laundry","total_active_power"
"230V AC - Powertags","AMCS","PT172F01_Total_Active_Power","Discharge Pump Galley/Crew Mess Total Active Power","AC DISTR 10P0.1","$.PT172F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/discharge-pump-galley-crew-mess","total_active_power"
"230V AC - Powertags","AMCS","PT175F01_Total_Active_Power","Display Switching Ship Office Total Active Power","AC DISTR 10P0.1","$.PT175F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/display-switching-ship-office","total_active_power"
"230V AC - Powertags","AMCS","PT176F01_Total_Active_Power","Display Switching Supply Helm PS Total Active Power","AC DISTR 10P0.1","$.PT176F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/display-switching-supply-helm-ps","total_active_power"
"230V AC - Powertags","AMCS","PT177F01_Total_Active_Power","ECDIS 1 Total Active Power","AC DISTR 10P0.1","$.PT177F01_Total_Active_Power","Technical","","","NavComm","","Electronic Chart Display and Information System","marpower/power-tag/ecdis-1","total_active_power"
"230V AC - Powertags","AMCS","PT178F01_Total_Active_Power","Radar 1 Total Active Power","AC DISTR 10P0.1","$.PT178F01_Total_Active_Power","Technical","","","NavComm","","","marpower/power-tag/radar-1","total_active_power"
"230V AC - Powertags","AMCS","PT179F01_Total_Active_Power","Speedlog Total Active Power","AC DISTR 10P0.1","$.PT179F01_Total_Active_Power","Technical","","","NavComm","","","marpower/power-tag/speedlog","total_active_power"
"230V AC - Powertags","AMCS","PT180F01_Total_Active_Power","VHF 1 (Main) Total Active Power","AC DISTR 10P0.1","$.PT180F01_Total_Active_Power","Technical","","","NavComm","","","marpower/power-tag/vhf-1-main","total_active_power"
"230V AC - Powertags","AMCS","PT181F01_Total_Active_Power","AHU Technical Room Total Active Power","AC DISTR 10P0.1","$.PT181F01_Total_Active_Power","HVAC","","Air handling units","","","","marpower/power-tag/ahu-technical-room","total_active_power"
"230V AC - Powertags","AMCS","PT182F01_Total_Active_Power","Central Panel Smart Ventilation System Total Active Power","AC DISTR 10P0.1","$.PT182F01_Total_Active_Power","HVAC","","Ventilation","","","","marpower/power-tag/central-panel-smart-ventilation-system","total_active_power"
"230V AC - Powertags","AMCS","PT183F01_Total_Active_Power","BNWAS Total Active Power","AC DISTR 10P0.1","$.PT183F01_Total_Active_Power","Technical","","","NavComm","","Bridge Navigational Watch Alarm System","marpower/power-tag/bnwas","total_active_power"
"230V AC - Powertags","AMCS","PT184F01_Total_Active_Power","GPS Total Active Power","AC DISTR 10P0.1","$.PT184F01_Total_Active_Power","Technical","","","NavComm","","","marpower/power-tag/gps","total_active_power"
"230V AC - Powertags","AMCS","PT186F01_Total_Active_Power","Locker Ventilation Total Active Power","AC DISTR 10P0.1","$.PT186F01_Total_Active_Power","HVAC","","Ventilation","","","","marpower/power-tag/locker-ventilation","total_active_power"
"230V AC - Powertags","AMCS","PT201F01_Total_Active_Power","Peplink 5G Total Active Power","AC DISTR 10P0.1","$.PT201F01_Total_Active_Power","Technical","","","NavComm","","","marpower/power-tag/peplink-5g","total_active_power"
"230V AC - Powertags","AMCS","PT110Q01_Total_Active_Power","Transfer Pump 1 Grey/Black Water Total Active Power","AC DISTR 10P0.1","$.PT110Q01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/transfer-pump-1-grey-black-water","total_active_power"
"230V AC - Powertags","AMCS","PT116Q01_Total_Active_Power","Circulation Pump System Water Total Active Power","AC DISTR 10P0.1","$.PT116Q01_Total_Active_Power","Technical","","","Technical water","","","marpower/power-tag/circulation-pump-system-water","total_active_power"
"230V AC - Powertags","AMCS","PT117Q01_Total_Active_Power","Sea Water Cooling Pump 1 Total Active Power","AC DISTR 10P0.1","$.PT117Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/sea-water-cooling-pump-1","total_active_power"
"230V AC - Powertags","AMCS","PT131Q01_Total_Active_Power","Technical Space Ventilator - In Total Active Power","AC DISTR 10P0.1","$.PT131Q01_Total_Active_Power","HVAC","","Ventilation","","","","marpower/power-tag/technical-space-ventilator-in","total_active_power"
"230V AC - Powertags","AMCS","PT133Q01_Total_Active_Power","Fresh Air Unit Aft Ship Total Active Power","AC DISTR 10P0.1","$.PT133Q01_Total_Active_Power","HVAC","","Other","","","","marpower/power-tag/fresh-air-unit-aft-ship","total_active_power"
"230V AC - Powertags","AMCS","PT134Q01_Total_Active_Power","Extraction Unit Aft Ship Total Active Power","AC DISTR 10P0.1","$.PT134Q01_Total_Active_Power","HVAC","","Other","","","","marpower/power-tag/extraction-unit-aft-ship","total_active_power"
"230V AC - Powertags","AMCS","PT135Q01_Total_Active_Power","Power Distr. Panel Aft -10P1 Total Active Power","AC DISTR 10P0.1","$.PT135Q01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/power-distr-panel-aft-10p1","total_active_power"
"230V AC - Powertags","AMCS","PT136Q01_Total_Active_Power","Dishwasher Total Active Power","AC DISTR 10P0.1","$.PT136Q01_Total_Active_Power","Domestic","Galley","","","","","marpower/power-tag/dishwasher","total_active_power"
"230V AC - Powertags","AMCS","PT151Q01_Total_Active_Power","Cooling Water Pump Main Propulsion Unit Total Active Power","AC DISTR 10P0.1","$.PT151Q01_Total_Active_Power","Propulsion","","","","","","marpower/power-tag/cooling-water-pump-main-propulsion-unit","total_active_power"
"230V AC - Powertags","AMCS","PT155Q01_Total_Active_Power","Compressor 1 Total Active Power","AC DISTR 10P0.1","$.PT155Q01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/compressor-1","total_active_power"
"230V AC - Powertags","AMCS","PT156Q01_Total_Active_Power","Heat Recovery Pump Compression Chiller Total Active Power","AC DISTR 10P0.1","$.PT156Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/heat-recovery-pump-compression-chiller","total_active_power"
"230V AC - Powertags","AMCS","PT157Q01_Total_Active_Power","Circulation Pump PVT Panles Fwd Total Active Power","AC DISTR 10P0.1","$.PT157Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/circulation-pump-pvt-panles-fwd","total_active_power"
"230V AC - Powertags","AMCS","PT158Q01_Total_Active_Power","Circulation Pump PVT Panles Fwd Total Active Power","AC DISTR 10P0.1","$.PT158Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/circulation-pump-pvt-panles-fwd","total_active_power"
"230V AC - Powertags","AMCS","PT173Q01_Total_Active_Power","Battery Room Ventilator PS Fwd Total Active Power","AC DISTR 10P0.1","$.PT173Q01_Total_Active_Power","HVAC","","Ventilation","","190K22","","marpower/power-tag/battery-room-ventilator-ps-fwd","total_active_power"
"230V AC - Powertags","AMCS","PT174Q01_Total_Active_Power","Battery Room Ventilator PS Aft Total Active Power","AC DISTR 10P0.1","$.PT174Q01_Total_Active_Power","HVAC","","Ventilation","","190K23","","marpower/power-tag/battery-room-ventilator-ps-aft","total_active_power"
"230V AC - Powertags","AMCS","PT320F01_Total_Active_Power","Sewage Treatment Plant Total Active Power","AC DISTR 10P0.3","$.PT320F01_Total_Active_Power","Technical","","","Technical water","","","marpower/power-tag/sewage-treatment-plant","total_active_power"
"230V AC - Powertags","AMCS","PT329F01_Total_Active_Power","Main Propulsion Unit Offline Filter Total Active Power","AC DISTR 10P0.3","$.PT329F01_Total_Active_Power","Propulsion","","","","","","marpower/power-tag/main-propulsion-unit-offline-filter","total_active_power"
"230V AC - Powertags","AMCS","PT330F01_Total_Active_Power","AHU2000T Crew Mess Room Total Active Power","AC DISTR 10P0.3","$.PT330F01_Total_Active_Power","HVAC","","Air handling units","","","","marpower/power-tag/ahu2000t-crew-mess-room","total_active_power"
"230V AC - Powertags","AMCS","PT337F01_Total_Active_Power","Fwd Main Propulsion Unit Ac Heating Total Active Power","AC DISTR 10P0.3","$.PT337F01_Total_Active_Power","Propulsion","","","","","","marpower/power-tag/fwd-main-propulsion-unit-ac-heating","total_active_power"
"230V AC - Powertags","AMCS","PT338F01_Total_Active_Power","Spare Total Active Power","AC DISTR 10P0.3","$.PT338F01_Total_Active_Power","","","","","","","marpower/power-tag/spare","total_active_power"
"230V AC - Powertags","AMCS","PT339F01_Total_Active_Power","Submersible Bilge Pump 3 Total Active Power","AC DISTR 10P0.3","$.PT339F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/submersible-bilge-pump-3","total_active_power"
"230V AC - Powertags","AMCS","PT342F01_Total_Active_Power","Drain Tank Airco Total Active Power","AC DISTR 10P0.3","$.PT342F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/drain-tank-airco","total_active_power"
"230V AC - Powertags","AMCS","PT343F01_Total_Active_Power","Drain Tank Airco Total Active Power","AC DISTR 10P0.3","$.PT343F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/drain-tank-airco","total_active_power"
"230V AC - Powertags","AMCS","PT344F01_Total_Active_Power","Drain Tank Airco Total Active Power","AC DISTR 10P0.3","$.PT344F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/drain-tank-airco","total_active_power"
"230V AC - Powertags","AMCS","PT345F01_Total_Active_Power","Drain Tank Airco Total Active Power","AC DISTR 10P0.3","$.PT345F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/drain-tank-airco","total_active_power"
"230V AC - Powertags","AMCS","PT346F01_Total_Active_Power","Watermaker Total Active Power","AC DISTR 10P0.3","$.PT346F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/watermaker","total_active_power"
"230V AC - Powertags","AMCS","PT352F01_Total_Active_Power","Hydrophore 2 Total Active Power","AC DISTR 10P0.3","$.PT352F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/hydrophore-2","total_active_power"
"230V AC - Powertags","AMCS","PT353F01_Total_Active_Power","Chlorine Dosing Unit Total Active Power","AC DISTR 10P0.3","$.PT353F01_Total_Active_Power","Technical","","","Fresh water","","","marpower/power-tag/chlorine-dosing-unit","total_active_power"
"230V AC - Powertags","AMCS","PT361F01_Total_Active_Power","Quooker Salon Total Active Power","AC DISTR 10P0.3","$.PT361F01_Total_Active_Power","Domestic","Guest area","","","","","marpower/power-tag/quooker-salon","total_active_power"
"230V AC - Powertags","AMCS","PT362F01_Total_Active_Power","Main Salon Jb 2 Total Active Power","AC DISTR 10P0.3","$.PT362F01_Total_Active_Power","Domestic","Guest area","","","","Junction Box: Coffee maker, ice maker","marpower/power-tag/main-salon-jb-2","total_active_power"
"230V AC - Powertags","AMCS","PT363F01_Total_Active_Power","Serv. Corridor Jb Total Active Power","AC DISTR 10P0.3","$.PT363F01_Total_Active_Power","Domestic","Crew","","","","Junction Box: Whine cooler, white cooler","marpower/power-tag/serv-corridor-jb","total_active_power"
"230V AC - Powertags","AMCS","PT364F01_Total_Active_Power","Galley Drain Pump Total Active Power","AC DISTR 10P0.3","$.PT364F01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/galley-drain-pump","total_active_power"
"230V AC - Powertags","AMCS","PT365F01_Total_Active_Power","KVM Helmstation PS/SB Total Active Power","AC DISTR 10P0.3","$.PT365F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/kvm-helmstation-ps-sb","total_active_power"
"230V AC - Powertags","AMCS","PT368F01_Total_Active_Power","Underwater Lights SB (Group 1) Total Active Power","AC DISTR 10P0.3","$.PT368F01_Total_Active_Power","Technical","","","Lighting","","","marpower/power-tag/underwater-lights-sb-group-1","total_active_power"
"230V AC - Powertags","AMCS","PT369F01_Total_Active_Power","Underwater Lights SB (Group 2) Total Active Power","AC DISTR 10P0.3","$.PT369F01_Total_Active_Power","Technical","","","Lighting","","","marpower/power-tag/underwater-lights-sb-group-2","total_active_power"
"230V AC - Powertags","AMCS","PT370F01_Total_Active_Power","Lighting Technical Space Total Active Power","AC DISTR 10P0.3","$.PT370F01_Total_Active_Power","Technical","","","Lighting","","","marpower/power-tag/lighting-technical-space","total_active_power"
"230V AC - Powertags","AMCS","PT371F01_Total_Active_Power","Fan Coil Engine Office Total Active Power","AC DISTR 10P0.3","$.PT371F01_Total_Active_Power","HVAC","","Fan coil units","","","","marpower/power-tag/fan-coil-engine-office","total_active_power"
"230V AC - Powertags","AMCS","PT376F01_Total_Active_Power","Sockets Main Technical Space Total Active Power","AC DISTR 10P0.3","$.PT376F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/sockets-main-technical-space","total_active_power"
"230V AC - Powertags","AMCS","PT377F01_Total_Active_Power","ECDIS 2 Total Active Power","AC DISTR 10P0.3","$.PT377F01_Total_Active_Power","Technical","","","NavComm","","Electronic Chart Display and Information System","marpower/power-tag/ecdis-2","total_active_power"
"230V AC - Powertags","AMCS","PT378F01_Total_Active_Power","KVM Captains Cabin Ships Office Total Active Power","AC DISTR 10P0.3","$.PT378F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/kvm-captains-cabin-ships-office","total_active_power"
"230V AC - Powertags","AMCS","PT379F01_Total_Active_Power","KVM Mission Room Nav/Comm Locker Fwd Rack Total Active Power","AC DISTR 10P0.3","$.PT379F01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/kvm-mission-room-nav-comm-locker-fwd-rack","total_active_power"
"230V AC - Powertags","AMCS","PT380F01_Total_Active_Power","EREC 2 Power Supply Heat Recovery Total Active Power","AC DISTR 10P0.3","$.PT380F01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/erec-2-power-supply-heat-recovery","total_active_power"
"230V AC - Powertags","AMCS","PT310Q01_Total_Active_Power","Transfer Pump 2 Black Water Total Active Power","AC DISTR 10P0.3","$.PT310Q01_Total_Active_Power","Technical","","","Black water","","","marpower/power-tag/transfer-pump-2-black-water","total_active_power"
"230V AC - Powertags","AMCS","PT311Q01_Total_Active_Power","Transfer Pump 3 Greywater Total Active Power","AC DISTR 10P0.3","$.PT311Q01_Total_Active_Power","Technical","","","Grey water","","","marpower/power-tag/transfer-pump-3-greywater","total_active_power"
"230V AC - Powertags","AMCS","PT312Q01_Total_Active_Power","Dirty Oil Pump Total Active Power","AC DISTR 10P0.3","$.PT312Q01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/dirty-oil-pump","total_active_power"
"230V AC - Powertags","AMCS","PT317Q01_Total_Active_Power","Transfer Pump 2 Black Water Total Active Power","AC DISTR 10P0.3","$.PT317Q01_Total_Active_Power","Technical","","","Black water","","","marpower/power-tag/transfer-pump-2-black-water","total_active_power"
"230V AC - Powertags","AMCS","PT331Q01_Total_Active_Power","Technical Space Ventilator - Out Total Active Power","AC DISTR 10P0.3","$.PT331Q01_Total_Active_Power","HVAC","","Ventilation","","","","marpower/power-tag/technical-space-ventilator-out","total_active_power"
"230V AC - Powertags","AMCS","PT333Q01_Total_Active_Power","Fresh Air Unit Fore Ship Total Active Power","AC DISTR 10P0.3","$.PT333Q01_Total_Active_Power","HVAC","","Other","","","","marpower/power-tag/fresh-air-unit-fore-ship","total_active_power"
"230V AC - Powertags","AMCS","PT334Q01_Total_Active_Power","Extraction Unit Fore Ship Total Active Power","AC DISTR 10P0.3","$.PT334Q01_Total_Active_Power","HVAC","","Other","","","","marpower/power-tag/extraction-unit-fore-ship","total_active_power"
"230V AC - Powertags","AMCS","PT335Q01_Total_Active_Power","Power Distr. Panel Galley - 10P2 Total Active Power","AC DISTR 10P0.3","$.PT335Q01_Total_Active_Power","Technical","","","Technical","","","marpower/power-tag/power-distr-panel-galley-10p2","total_active_power"
"230V AC - Powertags","AMCS","PT349Q01_Total_Active_Power","Pressure Pump Total Active Power","AC DISTR 10P0.3","$.PT349Q01_Total_Active_Power","Technical","","","","","","marpower/power-tag/pressure-pump","total_active_power"
"230V AC - Powertags","AMCS","PT350Q01_Total_Active_Power","Chilled Water Pump Adsorption Unit Total Active Power","AC DISTR 10P0.3","$.PT350Q01_Total_Active_Power","Technical","","","Cooling","","","marpower/power-tag/chilled-water-pump-adsorption-unit","total_active_power"
"230V AC - Powertags","AMCS","PT351Q01_Total_Active_Power","Cooling Water Pump Fwd Propulstion Unit Total Active Power","AC DISTR 10P0.3","$.PT351Q01_Total_Active_Power","Propulsion","","","","","","marpower/power-tag/cooling-water-pump-fwd-propulstion-unit","total_active_power"
"230V AC - Powertags","AMCS","PT355Q01_Total_Active_Power","Compressor 2 Total Active Power","AC DISTR 10P0.3","$.PT355Q01_Total_Active_Power","Technical","","","","","","marpower/power-tag/compressor-2","total_active_power"
"230V AC - Powertags","AMCS","PT356Q01_Total_Active_Power","Circulation Pump Warm Water Adsorption Unit Total Active Power","AC DISTR 10P0.3","$.PT356Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/circulation-pump-warm-water-adsorption-unit","total_active_power"
"230V AC - Powertags","AMCS","PT357Q01_Total_Active_Power","Cooling Water Pump Adsorption Unit Total Active Power","AC DISTR 10P0.3","$.PT357Q01_Total_Active_Power","Technical","","","Cooling","","","marpower/power-tag/cooling-water-pump-adsorption-unit","total_active_power"
"230V AC - Powertags","AMCS","PT358Q01_Total_Active_Power","Circulation Pump PVT Panels Aft Total Active Power","AC DISTR 10P0.3","$.PT358Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/circulation-pump-pvt-panels-aft","total_active_power"
"230V AC - Powertags","AMCS","PT359Q01_Total_Active_Power","Circ. Pump Heat. Water Fresh Hotwater System Total Active Power","AC DISTR 10P0.3","$.PT359Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/circ-pump-heat-water-fresh-hotwater-system","total_active_power"
"230V AC - Powertags","AMCS","PT360Q01_Total_Active_Power","Circ. Pump Cooling Water Electrical System Total Active Power","AC DISTR 10P0.3","$.PT360Q01_Total_Active_Power","Technical","","","THRS","","","marpower/power-tag/circ-pump-cooling-water-electrical-system","total_active_power"
"230V AC - Powertags","AMCS","PT374Q01_Total_Active_Power","Battery Room Ventilator SB Fwd Total Active Power","AC DISTR 10P0.3","$.PT374Q01_Total_Active_Power","HVAC","","Ventilation","","390K22","","marpower/power-tag/battery-room-ventilator-sb-fwd","total_active_power"
"230V AC - Powertags","AMCS","PT375Q01_Total_Active_Power","Battery Room Ventilator SB Aft Total Active Power","AC DISTR 10P0.3","$.PT375Q01_Total_Active_Power","HVAC","","Ventilation","","390K23","","marpower/power-tag/battery-room-ventilator-sb-aft","total_active_power"
"230V AC - Powertags","AMCS","PT376Q01_Total_Active_Power","Welding Socket Lazarette Total Active Power","AC DISTR 10P0.3","$.PT376Q01_Total_Active_Power","Technical","","","Other","","","marpower/power-tag/welding-socket-lazarette","total_active_power"
"230V AC - Powertags","AMCS","PT10F01_Total_Active_Power","Spare Total Active Power","AC DISTR 10P1","$.PT10F01_Total_Active_Power","","","","","","","marpower/power-tag/spare","total_active_power"
"230V AC - Powertags","AMCS","PT11F01_Total_Active_Power","Spare Total Active Power","AC DISTR 10P1","$.PT11F01_Total_Active_Power","","","","","","","marpower/power-tag/spare","total_active_power"
"230V AC - Powertags","AMCS","PT12F01_Total_Active_Power","Spare Total Active Power","AC DISTR 10P1","$.PT12F01_Total_Active_Power","","","","","","","marpower/power-tag/spare","total_active_power"
"230V AC - Powertags","AMCS","PT19F01_Total_Active_Power","Ventilator Aft Peak Total Active Power","AC DISTR 10P1","$.PT19F01_Total_Active_Power","HVAC","","Ventilation","","","","marpower/power-tag/ventilator-aft-peak","total_active_power"
"230V AC - Powertags","AMCS","PT20F01_Total_Active_Power","Ventilator Bilge Aft Ship Total Active Power","AC DISTR 10P1","$.PT20F01_Total_Active_Power","HVAC","","Ventilation","","","","marpower/power-tag/ventilator-bilge-aft-ship","total_active_power"
"230V AC - Powertags","AMCS","PT21F01_Total_Active_Power","FCU: Deck Lounge Guest Cabin Aft SB Total Active Power","AC DISTR 10P1","$.PT21F01_Total_Active_Power","HVAC","","Fan coil units","","","","marpower/power-tag/fcu-deck-lounge-guest-cabin-aft-sb","total_active_power"
"230V AC - Powertags","AMCS","PT22F01_Total_Active_Power","FCU: Technical Space Total Active Power","AC DISTR 10P1","$.PT22F01_Total_Active_Power","HVAC","","Fan coil units","","","","marpower/power-tag/fcu-technical-space","total_active_power"
