module,folder,instanceKey,componentType,title,tooltipTitle,tooltipComponentType,tooltipTechnicalName,slotId,slotLabel,kind,valueKind,fieldType,fieldName,sourceModule,customTitle,customYardTag,customTechnicalName,literalValue,refTarget,pidType,pidControllerField,pidSetpointField,pidOutputMinimumField,notes
dhw,level-switches,1098-02,LevelSwitch,Level Switch Tank2,Level switch,Level switch,,source,Source,source,field,sensor:levelSwitch,dhwLevelSwitchTank2,dhw,,,,,,,,,,
dhw,level-switches,1098-03,LevelSwitch,Level Switch Tank3,Level switch,Level switch,,source,Source,source,field,sensor:levelSwitch,dhwLevelSwitchTank3,dhw,,,,,,,,,,
dhw,manual-valves,1069-10,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1069-10,dhw-manual-valve-1069-10,,,,,,,
dhw,manual-valves,1069-17,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1069-17,dhw-manual-valve-1069-17,,,,,,,
dhw,manual-valves,1069-18,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1069-18,dhw-manual-valve-1069-18,,,,,,,
dhw,manual-valves,1168-04,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1168-04,dhw-manual-valve-1168-04,,,,,,,
dhw,manual-valves,1168-05,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1168-05,dhw-manual-valve-1168-05,,,,,,,
dhw,manual-valves,1168-06,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1168-06,dhw-manual-valve-1168-06,,,,,,,
dhw,manual-valves,1169-01,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1169-01,dhw-manual-valve-1169-01,,,,,,,
dhw,manual-valves,1169-02,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1169-02,dhw-manual-valve-1169-02,,,,,,,
dhw,manual-valves,1169-03,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1169-03,dhw-manual-valve-1169-03,,,,,,,
dhw,manual-valves,1174-01,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1174-01,dhw-manual-valve-1174-01,,,,,,,
dhw,manual-valves,1174-02,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,dhw,,1174-02,dhw-manual-valve-1174-02,,,,,,,
dhw,pressure-sensors,1095-14,PressureGauge,,Manual pressure sensor,Manual pressure sensor,,source,Source,source,custom,,,dhw,,1095-14,dhw-manual-pressure-sensor-1095-14,,,,,,,
dhw,pressure-sensors,1097-11,PressureSensor,Pressure,Pressure sensor,Pressure sensor,,source,Source,source,field,sensor:pressure,dhwPressure,dhw,,,,,,,,,,
dhw,pumps,1022,Pump,Pump,Pump,Circulation pump boosting,,controls.pump,controls › pump,controls,field,control:pump,dhwPump,dhw,,,,,,,,,,
dhw,pumps,1022,Pump,Pump,Pump,Circulation pump boosting,,custom.flowController,Custom › flowController,custom,ref,,,,,,,,pumpFlowController,flow,dhwPumpFlowController,heatpumpFlowSetpoint,,
dhw,pumps,1022,Pump,Pump,Pump,Circulation pump boosting,,custom.temperatureController,Custom › temperatureController,custom,ref,,,,,,,,pumpTemperatureController,flow,dhwPumpTemperatureController,heatpumpFlowSetpoint,,
dhw,pumps,1022,Pump,Pump,Pump,Circulation pump boosting,,parameters.flow,parameters › flow,parameters,field,parameter:flow,heatpumpFlowSetpoint,dhw,,,,,,,,,,
dhw,pumps,1022,Pump,Pump,Pump,Circulation pump boosting,,parameters.temperature,parameters › temperature,parameters,field,parameter:temperature,heatpumpTemperatureSetpoint,dhw,,,,,,,,,,
dhw,pumps,1022,Pump,Pump,Pump,Circulation pump boosting,,source,Source,source,field,sensor:pump,dhwPump,dhw,,,,,,,,,,
dhw,switch-valves,1067-03,SwitchValve,Switch Tank3 Inlet,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank3Inlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-03,SwitchValve,Switch Tank3 Inlet,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1055,,,,,
dhw,switch-valves,1067-03,SwitchValve,Switch Tank3 Inlet,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank3Inlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-04,SwitchValve,Switch Tank3 Boosting Return,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank3BoostingReturn,dhw,,,,,,,,,,
dhw,switch-valves,1067-04,SwitchValve,Switch Tank3 Boosting Return,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1055,,,,,
dhw,switch-valves,1067-04,SwitchValve,Switch Tank3 Boosting Return,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank3BoostingReturn,dhw,,,,,,,,,,
dhw,switch-valves,1067-05,SwitchValve,Switch Tank3 Outlet,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank3Outlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-05,SwitchValve,Switch Tank3 Outlet,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1055,,,,,
dhw,switch-valves,1067-05,SwitchValve,Switch Tank3 Outlet,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank3Outlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-06,SwitchValve,Switch Tank3 Boosting Supply,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank3BoostingSupply,dhw,,,,,,,,,,
dhw,switch-valves,1067-06,SwitchValve,Switch Tank3 Boosting Supply,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1055,,,,,
dhw,switch-valves,1067-06,SwitchValve,Switch Tank3 Boosting Supply,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank3BoostingSupply,dhw,,,,,,,,,,
dhw,switch-valves,1067-07,SwitchValve,Switch Tank2 Inlet,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank2Inlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-07,SwitchValve,Switch Tank2 Inlet,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1054,,,,,
dhw,switch-valves,1067-07,SwitchValve,Switch Tank2 Inlet,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank2Inlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-08,SwitchValve,Switch Tank2 Boosting Return,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank2BoostingReturn,dhw,,,,,,,,,,
dhw,switch-valves,1067-08,SwitchValve,Switch Tank2 Boosting Return,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1054,,,,,
dhw,switch-valves,1067-08,SwitchValve,Switch Tank2 Boosting Return,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank2BoostingReturn,dhw,,,,,,,,,,
dhw,switch-valves,1067-09,SwitchValve,Switch Tank2 Outlet,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank2Outlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-09,SwitchValve,Switch Tank2 Outlet,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1054,,,,,
dhw,switch-valves,1067-09,SwitchValve,Switch Tank2 Outlet,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank2Outlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-10,SwitchValve,Switch Tank2 Boosting Supply,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank2BoostingSupply,dhw,,,,,,,,,,
dhw,switch-valves,1067-10,SwitchValve,Switch Tank2 Boosting Supply,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1054,,,,,
dhw,switch-valves,1067-10,SwitchValve,Switch Tank2 Boosting Supply,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank2BoostingSupply,dhw,,,,,,,,,,
dhw,switch-valves,1067-11,SwitchValve,Switch Tank1 Inlet,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank1Inlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-11,SwitchValve,Switch Tank1 Inlet,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1053,,,,,
dhw,switch-valves,1067-11,SwitchValve,Switch Tank1 Inlet,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank1Inlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-12,SwitchValve,Switch Tank1 Boosting Return,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank1BoostingReturn,dhw,,,,,,,,,,
dhw,switch-valves,1067-12,SwitchValve,Switch Tank1 Boosting Return,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1053,,,,,
dhw,switch-valves,1067-12,SwitchValve,Switch Tank1 Boosting Return,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank1BoostingReturn,dhw,,,,,,,,,,
dhw,switch-valves,1067-13,SwitchValve,Switch Tank1 Outlet,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank1Outlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-13,SwitchValve,Switch Tank1 Outlet,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1053,,,,,
dhw,switch-valves,1067-13,SwitchValve,Switch Tank1 Outlet,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank1Outlet,dhw,,,,,,,,,,
dhw,switch-valves,1067-14,SwitchValve,Switch Tank1 Boosting Supply,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchTank1BoostingSupply,dhw,,,,,,,,,,
dhw,switch-valves,1067-14,SwitchValve,Switch Tank1 Boosting Supply,Switch valve,2 way valve DN 25,,custom.tankController,Custom › tankController,custom,ref,,,,,,,,1053,,,,,
dhw,switch-valves,1067-14,SwitchValve,Switch Tank1 Boosting Supply,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchTank1BoostingSupply,dhw,,,,,,,,,,
dhw,switch-valves,1067-16,SwitchValve,Switch Low Temperature,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchLowTemperature,dhw,,,,,,,,,,
dhw,switch-valves,1067-16,SwitchValve,Switch Low Temperature,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchLowTemperature,dhw,,,,,,,,,,
dhw,switch-valves,1067-17,SwitchValve,Switch Heatpump,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchHeatpump,dhw,,,,,,,,,,
dhw,switch-valves,1067-17,SwitchValve,Switch Heatpump,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchHeatpump,dhw,,,,,,,,,,
dhw,switch-valves,1067-18,SwitchValve,Switch High Temperature,Switch valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,dhwSwitchHighTemperature,dhw,,,,,,,,,,
dhw,switch-valves,1067-18,SwitchValve,Switch High Temperature,Switch valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,dhwSwitchHighTemperature,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-25,TemperatureSensor,Temperature Hvac Exchanger Return,Temperature sensor,Temperature sensor Pt100 RTD,,custom.controller,Custom › controller,custom,ref,,,,,,,,dcFlowController,temperature,dhwDcFlowController,fillingTemperatureSetpoint,dcFlowcontrolMinimumSetpoint,
dhw,temperature-sensors,1038-25,TemperatureSensor,Temperature Hvac Exchanger Return,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureHvacExchangerReturn,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-26,TemperatureSensor,Temperature Dc Return,Temperature sensor,Temperature sensor Pt100 RTD,,custom.controller,Custom › controller,custom,ref,,,,,,,,dcFlowController,temperature,dhwDcFlowController,fillingTemperatureSetpoint,dcFlowcontrolMinimumSetpoint,
dhw,temperature-sensors,1038-26,TemperatureSensor,Temperature Dc Return,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureDcReturn,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-27,TemperatureSensor,Temperature Tank3,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureTank3,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-44,TemperatureSensor,Temperature Tank2,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureTank2,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-45,TemperatureSensor,Temperature Tank1,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureTank1,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-46,TemperatureSensor,Temperature Drives Return,Temperature sensor,Temperature sensor Pt100 RTD,,custom.controller,Custom › controller,custom,ref,,,,,,,,drivesFlowController,temperature,dhwDrivesFlowController,fillingTemperatureSetpoint,drivesFlowcontrolMinimumSetpoint,
dhw,temperature-sensors,1038-46,TemperatureSensor,Temperature Drives Return,Temperature sensor,Temperature sensor Pt100 RTD,,sensors.actuator,sensors › actuator,sensors,field,sensor:valve,dhwFlowcontrolDrives,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-46,TemperatureSensor,Temperature Drives Return,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureDrivesReturn,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-47,TemperatureSensor,Temperature Freshwater Supply,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureFreshwaterSupply,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-51,TemperatureSensor,Temperature Adsorption Return,Temperature sensor,Temperature sensor Pt100 RTD,,custom.controller,Custom › controller,custom,ref,,,,,,,,dcFlowController,temperature,dhwDcFlowController,fillingTemperatureSetpoint,dcFlowcontrolMinimumSetpoint,
dhw,temperature-sensors,1038-51,TemperatureSensor,Temperature Adsorption Return,Temperature sensor,Temperature sensor Pt100 RTD,,sensors.actuator,sensors › actuator,sensors,field,sensor:valve,dhwFlowcontrolDc,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-51,TemperatureSensor,Temperature Adsorption Return,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureAdsorptionReturn,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-65,TemperatureSensor,Temperature Boosting Return,Temperature sensor,Temperature sensor Pt100 RTD,,sensors.actuator,sensors › actuator,sensors,field,sensor:valve,dhwSwitchHighTemperature,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-65,TemperatureSensor,Temperature Boosting Return,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureBoostingReturn,dhw,,,,,,,,,,
dhw,temperature-sensors,1038-66,TemperatureSensor,Temperature Boosting Supply,Temperature sensor,Temperature sensor Pt100 RTD,,custom.controller,Custom › controller,custom,ref,,,,,,,,pumpTemperatureController,flow,dhwPumpTemperatureController,heatpumpFlowSetpoint,,
dhw,temperature-sensors,1038-66,TemperatureSensor,Temperature Boosting Supply,Temperature sensor,Temperature sensor Pt100 RTD,,source,Source,source,field,sensor:temperature,dhwTemperatureBoostingSupply,dhw,,,,,,,,,,
thrusters,check-valves,1213-01,CheckValve,,Check valve,Check valve,,source,Source,source,custom,,,thrusters,,1213-01,thrusters-check-valve-1213-01,,,,,,,
thrusters,check-valves,1213-02,CheckValve,,Check valve,Check valve,,source,Source,source,custom,,,thrusters,,1213-02,thrusters-check-valve-1213-02,,,,,,,
thrusters,check-valves,1217-01,CheckValve,,Check valve,Check valve,,source,Source,source,custom,,,thrusters,,1217-01,thrusters-check-valve-1217-01,,,,,,,
thrusters,check-valves,1217-02,CheckValve,,Check valve,Check valve,,source,Source,source,custom,,,thrusters,,1217-02,thrusters-check-valve-1217-02,,,,,,,
thrusters,exchange-circuits,pcm,FreshwaterCircuit,,PCM,Exchange circuit,,sensors.flowIn,sensors › flowIn,sensors,field,sensor:flow,thrustersFlowRecovery,thrusters,,,,,,,,,,
thrusters,exchange-circuits,pcm,FreshwaterCircuit,,PCM,Exchange circuit,,sensors.flowOut,sensors › flowOut,sensors,field,sensor:flow,thrustersFlowRecovery,thrusters,,,,,,,,,,
thrusters,exchange-circuits,pcm,FreshwaterCircuit,,PCM,Exchange circuit,,sensors.tIn,sensors › tIn,sensors,field,sensor:temperature,thrustersTemperatureRecoveryMix,thrusters,,,,,,,,,,
thrusters,exchange-circuits,pcm,FreshwaterCircuit,,PCM,Exchange circuit,,sensors.tOut,sensors › tOut,sensors,field,sensor:temperature,thrustersTemperatureSupply,thrusters,,,,,,,,,,
thrusters,exchange-circuits,pcm,FreshwaterCircuit,,PCM,Exchange circuit,,source,Source,source,custom,,,thrusters,,,thrusters-pcm-loop,,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,custom.circuitName,Custom › circuitName,custom,literal,,,,,,,Seawater,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,sensors.deltaT,sensors › deltaT,sensors,field,sensor:deltaT,adsorptionDelta,dhw,,,,,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,sensors.flow,sensors › flow,sensors,field,sensor:flow,thrustersFlowAft,thrusters,,,,,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,sensors.heatExchanger,sensors › heatExchanger,sensors,field,sensor:heatExchanger,thrustersSeawaterExchanger,thrusters,,,,,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,sensors.incoming,sensors › incoming,sensors,field,sensor:temperature,thrustersTemperatureRecoveryMix,thrusters,,,,,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,sensors.outgoing,sensors › outgoing,sensors,field,sensor:temperature,thrustersTemperatureSupply,thrusters,,,,,,,,,,
thrusters,exchange-circuits,seawater,ExchangeCircuit,,Seawater,Exchange circuit,,source,Source,source,custom,,,thrusters,,,thrusters-seawater-loop,,,,,,,
thrusters,flow-control-valves,1064-02,FlowControlValve,Flowcontrol Fwd,Flow Control valve,2 way valve DN 25,,controllerState.controller,Controller › controller,controllerState,field,pidController,thrustersFwdFlowController,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1064-02,FlowControlValve,Flowcontrol Fwd,Flow Control valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,thrustersFlowcontrolFwd,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1064-02,FlowControlValve,Flowcontrol Fwd,Flow Control valve,2 way valve DN 25,,parameters.flow,parameters › flow,parameters,field,parameter:tuning,fwdFlowBalanceTuning,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1064-02,FlowControlValve,Flowcontrol Fwd,Flow Control valve,2 way valve DN 25,,sensors.measurement,sensors › measurement,sensors,field,sensor:flow,thrustersFlowFwd,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1064-02,FlowControlValve,Flowcontrol Fwd,Flow Control valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,thrustersFlowcontrolFwd,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1215,FlowControlValve,Flowcontrol Aft,Flow Control valve,2 way valve DN 25,,controllerState.controller,Controller › controller,controllerState,field,pidController,thrustersAftFlowController,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1215,FlowControlValve,Flowcontrol Aft,Flow Control valve,2 way valve DN 25,,controls.valve,controls › valve,controls,field,control:valve,thrustersFlowcontrolAft,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1215,FlowControlValve,Flowcontrol Aft,Flow Control valve,2 way valve DN 25,,parameters.flow,parameters › flow,parameters,field,parameter:tuning,aftFlowBalanceTuning,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1215,FlowControlValve,Flowcontrol Aft,Flow Control valve,2 way valve DN 25,,sensors.measurement,sensors › measurement,sensors,field,sensor:flow,thrustersFlowAft,thrusters,,,,,,,,,,
thrusters,flow-control-valves,1215,FlowControlValve,Flowcontrol Aft,Flow Control valve,2 way valve DN 25,,source,Source,source,field,sensor:valve,thrustersFlowcontrolAft,thrusters,,,,,,,,,,
thrusters,flow-sensors,1057-22,FlowSensor,Flow Fwd,Flow sensor,Flow sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump2,thrusters,,,,,,,,,,
thrusters,flow-sensors,1057-22,FlowSensor,Flow Fwd,Flow sensor,Flow sensor,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMaximumFlow,thrusters,,,,,,,,,,
thrusters,flow-sensors,1057-22,FlowSensor,Flow Fwd,Flow sensor,Flow sensor,,sensors.temperature,sensors › temperature,sensors,field,sensor:temperature,thrustersTemperatureFwd,thrusters,,,,,,,,,,
thrusters,flow-sensors,1057-22,FlowSensor,Flow Fwd,Flow sensor,Flow sensor,,source,Source,source,field,sensor:flow,thrustersFlowFwd,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-01,FlowSensor,Flow Recovery,Flow sensor,Flow sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-01,FlowSensor,Flow Recovery,Flow sensor,Flow sensor,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMinimumFlow,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-01,FlowSensor,Flow Recovery,Flow sensor,Flow sensor,,sensors.temperature,sensors › temperature,sensors,field,sensor:temperature,thrustersTemperatureRecoveryMix,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-01,FlowSensor,Flow Recovery,Flow sensor,Flow sensor,,source,Source,source,field,sensor:flow,thrustersFlowRecovery,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-02,FlowSensor,Flow Aft,Flow sensor,Flow sensor,,controls.pump,controls › pump,controls,field,control:pump,thrustersPump1,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-02,FlowSensor,Flow Aft,Flow sensor,Flow sensor,,parameters.flow,parameters › flow,parameters,field,parameter:flow,thrustersMinimumFlow,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-02,FlowSensor,Flow Aft,Flow sensor,Flow sensor,,sensors.temperature,sensors › temperature,sensors,field,sensor:temperature,thrustersTemperatureAft,thrusters,,,,,,,,,,
thrusters,flow-sensors,1218-02,FlowSensor,Flow Aft,Flow sensor,Flow sensor,,source,Source,source,field,sensor:flow,thrustersFlowAft,thrusters,,,,,,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,custom.exchangeCircuit,Custom › exchangeCircuit,custom,ref,,,,,,,,seawater,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,custom.sideA,Custom › sideA,custom,enum,,,,,,,,enum:HeatExchangerPortOrientation.Side,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,custom.sideB,Custom › sideB,custom,enum,,,,,,,,enum:HeatExchangerPortOrientation.Top,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,sensors.flow,sensors › flow,sensors,field,sensor:flow,thrustersFlowRecovery,thrusters,,,,,,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,sensors.incoming,sensors › incoming,sensors,field,sensor:temperature,thrustersTemperatureRecoveryMix,thrusters,,,,,,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,sensors.outgoing,sensors › outgoing,sensors,field,sensor:temperature,thrustersTemperatureSupply,thrusters,,,,,,,,,,
thrusters,heat-exchangers,1001,HeatExchanger,Seawater Exchanger,Heat Exchanger,Heat Exchanger,,source,Source,source,field,sensor:heatExchanger,thrustersSeawaterExchanger,thrusters,,,,,,,,,,
thrusters,manual-valves,1084-01,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1084-01,thrusters-manual-valve-1084-01,,,,,,,
thrusters,manual-valves,1087-08,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1087-08,thrusters-manual-valve-1087-08,,,,,,,
thrusters,manual-valves,1212-01,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-01,thrusters-manual-valve-1212-01,,,,,,,
thrusters,manual-valves,1212-02,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-02,thrusters-manual-valve-1212-02,,,,,,,
thrusters,manual-valves,1212-03,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-03,thrusters-manual-valve-1212-03,,,,,,,
thrusters,manual-valves,1212-04,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-04,thrusters-manual-valve-1212-04,,,,,,,
thrusters,manual-valves,1212-05,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-05,thrusters-manual-valve-1212-05,,,,,,,
thrusters,manual-valves,1212-06,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-06,thrusters-manual-valve-1212-06,,,,,,,
thrusters,manual-valves,1212-07,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1212-07,thrusters-manual-valve-1212-07,,,,,,,
thrusters,manual-valves,1087-03,ManualValve,,Manual valve,Manual valve,,source,Source,source,custom,,,thrusters,,1087-03,thrusters-manual-valve-1087-03,,,,,,,
thrusters,mix-valves,1074,MixValve,Mix Recovery,Mix valve,Mix valve,,controllerState.controller,Controller › controller,controllerState,field,pidController,thrustersWarmupMixController,thrusters,,,,,,,,,,
thrusters,mix-valves,1074,MixValve,Mix Recovery,Mix valve,Mix valve,,controls.valve,controls › valve,controls,field,control:valve,thrustersMixRecovery,thrusters,,,,,,,,,,
thrusters,mix-valves,1074,MixValve,Mix Recovery,Mix valve,Mix valve,,source,Source,source,field,sensor:valve,thrustersMixRecovery,thrusters,,,,,,,,,,
thrusters,mix-valves,1091-01,ThreeWaySwitchValve,Switch Aft,Mix valve,Mix valve,,controls.valve,controls › valve,controls,field,control:valve,thrustersSwitchAft,thrusters,,,,,,,,,,
thrusters,mix-valves,1091-01,ThreeWaySwitchValve,Switch Aft,Mix valve,Mix valve,,source,Source,source,field,sensor:valve,thrustersSwitchAft,thrusters,,,,,,,,,,
thrusters,mix-valves,1091-02,ThreeWaySwitchValve,Switch Fwd,Mix valve,Mix valve,,controls.valve,controls › valve,controls,field,control:valve,thrustersSwitchFwd,thrusters,,,,,,,,,,
